"","user_id","name","screen_name","location","description","followers_count","friends_count","updated"
"133","2651763620","UW-Madison CIMSS","UWCIMSS","Madison, WI","NOAA's Cooperative Institute for Meteorological Satellite Studies at the University of Wisconsin-Madison. Since 1980. The Mecca of Satellite Meteorology.",7107,261,2018-02-14 11:54:32
"134","45874509","Scott Bachmeier","CIMSS_Satellite","Science-based in Madison • Wisconsin • USA","Research meteorologist • Schooled at NWS KFSD and SDSM&T • NOAA Cooperative Institute for Meteorological Satellite Studies • University of Wisconsin - Madison",37992,343,2018-02-14 11:54:32
"135","18593276","StormPrediction","StormPrediction","","NOAA SPC and HPC Feeds setup by @kmcurry; NASA image by Jeff Schmaltz, MODIS Rapid Response Team, Goddard Space Flight Center",19209,1,2018-02-14 11:54:32
"136","386631799","NOAA Live","NOAALive","","Live events feed on Twitter from the National Oceanic and Atmospheric Administration (@NOAA) - TweetChats, TweetUps, etc.",11009,8,2018-02-14 11:54:32
"137","585167005","SF Weather, Warnings","SanFrancisco","San Francisco, CA","Weather updates, forecast, warnings and information for San Francisco, CA. Sources: https://t.co/AksTo0jtnS, NOAA, USGS.",9573,4,2018-02-14 11:54:32
"138","1170675661","Noah Brauer","NOAABrauer","Norman, OK","Meteorologist | @ousom graduate student | CU Boulder + MSU Denver alum.| Cubbies | Contributor to https://t.co/EnERDuQv0w | Opinions = my own",1456,1758,2018-02-14 11:54:32
"139","2719719666","Dan Lindsey","DanLindsey77","","Atmospheric scientist with NOAA/NESDIS, currently Senior Scientific Adviser for GOES-R, in Fort Collins, CO. UGA/CSU/CSU",5467,339,2018-02-14 11:54:32
"140","18353561","Chicago Alerts","chicagoalerts","Chicago, il","Chicago alerts from Notify Chicago, NOAA and other chicago orgs.",36367,2,2018-02-14 11:54:32
"141","2507601764","NOAA Coastal Oceans","noaacoastalsci","United States of America","National Centers for Coastal Ocean Science is the research office of National Ocean Service, delivering relevant and accurate scientific information & tools.",1374,95,2018-02-14 11:54:32
"142","131017900","Big M6+ Earthquakes","BigEarthquakes","Worldwide","GEO-tagged world earthquakes magnitude 6+ and tsunami warnings. Dynamic avatar shows last earthquake. Sources: USGS, NOAA, GEOFON.",13293,3,2018-02-14 11:54:32
"143","537343182","Justin Kenney","JustinKenney","Washington, DC","Senior communications officer @WaltonFamilyFdn environment program. Formerly @pewenvironment and @noaa. These tweets are my own.",1557,603,2018-02-14 11:54:32
"144","3018968748","Jane Lubchenco","JaneLubchenco","Corvallis, OR","Marine biologist @ OSU, former head of NOAA, 1st #USScienceEnvoy for the Ocean. Mission: a healthy planet, healthy people & prosperous communities.Tweets mine",5185,218,2018-02-14 11:54:32
"145","614556473","<f0><U+009F><U+009A><U+0080> Caley Burke","RocketCaley","Space Coast, Florida","<f0><U+009F><U+009A><U+0080>Rocket Scientist for NASA & NOAA spacecraft <f0><U+009F><U+009B><U+00B0><U+FE0F> via @NASA_LSP. Tweets = personal views. I <f0><U+009F><U+0092><U+009C> trajectories |#SpaceApps | @FIRSTweets <f0><U+009F><U+00A4><U+0096>| #TheGoodPlace|<f0><U+009F><U+0090><U+0095>",1485,460,2018-02-14 11:54:32
"146","347998327","National Weather Ctr","NWCNorman","Norman, OK ","OU, NOAA and state organizations working together to improve understanding of events occurring in Earth’s atmosphere over a wide range of time and space scales.",4417,97,2018-02-14 11:54:32
"147","4928384884","Coral Reef Watch","CoralReefWatch","College Park, MD","Official Twitter feed of NOAA's Coral Reef Watch. CRW uses remote sensing and models to monitor and predict stress to coral reef ecosystems.",3453,506,2018-02-14 11:54:32
"148","347936986","High Plains Regional Climate Center","HPClimateCenter","Lincoln, Nebraska","We are one of the 6 NOAA Regional Climate Centers. Our mission is to increase the use and availability of climate data in the High Plains region.",694,159,2018-02-14 11:54:32
"149","59216679","New York Sea Grant","nyseagrant","New York","NYSG is one of 33 university-based coastal research/education progs funded federally thru NOAA’s National Sea Grant College Prog & in NY by SUNY and Cornell U",4824,1006,2018-02-14 11:54:32
"150","20636383","Jim Milbury","ForSeas1","Long Beach, Calif","I am a public relations officer in California for NOAA Fisheries.  This is my personal account to share information about the  environment. Tweets are my own.",1838,1731,2018-02-14 11:54:32
"151","52461472","victor murphy","wxmanvic","Fort Worth, TX","NWS Climate Service Program Manager and Sports Afficionado.  The views reflected here are my own and not those of NOAA or NWS.",693,678,2018-02-14 11:54:32
"152","114325882","Sausalito Weather","Sausalito","Sausalito, CA","Weather updates, forecast, warnings and information for Sausalito, CA. Sources: https://t.co/AksTo0jtnS, NOAA, USGS.",472,5,2018-02-14 11:54:32
"153","2212867410","Justin Lynn Reid<f0><U+009F><U+008C><U+00B9>","synflyn28","Asheville, NC","Junior Metadata Developer at Earth Resources Technology Inc. and Federal Contractor for @NOAANCEIclimate All opinions are my own! <U+304D><U+3057><U+3087><U+3046><U+304C><U+304F><U+3057><U+3083><U+3067><U+3059><U+3002>",285,827,2018-02-14 11:54:32
"154","824126644050915328","NOAA Climate","AltNOAAClimate","","The Unofficial NOAA Climate Twitter Account. Not taxpayer subsidized! Toward a Climate-Smart Nation. Follow us for #climate news, #science, #data, resources.",75,0,2018-02-14 11:54:32
"155","2187526739","<U+0627><U+0644><U+0639><U+0633><U+064A><U+0631><U+064A><U+2605>","saeed_mbnms","","",10,21,2018-02-14 11:54:32
"156","876896123675443200","M BN MS","MBNMS1","","",1,0,2018-02-14 11:54:32
"157","263327885","Paul Michel","SuperMBNMS","","",2,4,2018-02-14 11:54:32
"158","961574658343669760","<U+0639><U+0631><U+0627><U+062C> <U+0645><U+062D><U+0645><U+062F>","IY6bKsuXhiMBnms","","",0,0,2018-02-14 11:54:32
"159","725449485040504832","Amanda Bradford","amandalbradford","Haleiwa, HI","Whale biologist & number cruncher, PhD from @UW_SAFS, now research Pacific Islands cetaceans (#PacIsCetaceans) for @NOAAFish_PIFSC - views my own!",418,510,2018-02-14 11:54:32
"160","848685007","Summer Martin","summerlmartin","Honolulu, HI","Marine ecology & conservation. PhD @Scripps_Ocean. Postdoc @NOAAFish_PIFSC. Marine mammals, sea turtles & seabirds. Sustainable fisheries. Ecosystem services.",176,330,2018-02-14 11:54:32
"161","24457744","Center for Bio Div","CenterForBioDiv","U.S.","The Center for Biological Diversity works through science, law, and creative media to secure a future for wildlife and wild places.",59073,2148,2018-02-14 11:54:32
"162","378127592","Gabriel Lewis","TheGabrielLewis","Los Angeles","Digital person. Music nerd. Proud supporter of @HRC @PPact @splcenter @NAACP @ACLU @ProPublica @RefugeesIntl @NRDC @CenterforBioDiv.",1210,666,2018-02-14 11:54:32
"163","17381225","Stephanie Feldstein","sfeldstein","Pacific Northwest","Author of THE ANIMAL LOVER'S GUIDE TO CHANGING THE WORLD (@StMartinsPress, 6/5/2018). Rep'd by @EkstromRachel. Population & Sustainability Dir. @CenterforBioDiv",1752,1174,2018-02-14 11:54:32
"164","4715213240","Nathan Donley","Nathan_Donley","Olympia, WA","Scientist at @CenterForBioDiv. Former Cancer Researcher at #OHSU. Cyclist, traveler and lover of BIG dogs. Ph.D in cellular biology.",953,399,2018-02-14 11:54:32
"165","837358277042257920","The Revelator","Revelator_News","","Wild. Incisive. Fearless. News and ideas about the planet. Edited by @johnrplatt. Published by @CenterForBioDiv.",1938,1688,2018-02-14 11:54:32
"166","805134350","Jennifer Molidor","JenniferMolidor","Mount Shasta, CA","Writer & fighter for wildlife & wilderness. #Plantbased animal advocate. Run https://t.co/GqvApQMRlZ & food campaigns for @CenterforBioDiv.",7590,6638,2018-02-14 11:54:32
"167","2244500041","Hump Smarter","humpsmarter","","Humpsmarter works with @CenterforBioDiv to raise awareness about human population growth and the wildlife extinction crisis. Advocate. Educator. Organizer.",1789,1307,2018-02-14 11:54:32
"168","2353824067","Choose Wild","ChooseWild","United States","Our everyday choices affect wildlife and the planet. Choose wild and reduce your footprint to leave room for wildlife. Program of @CenterforBioDiv",2250,1820,2018-02-14 11:54:32
"169","935606536956731392","Ignite Change","ignitechange","Tucson, AZ","We’re building a volunteer-driven network to be a powerful voice for wildlife, wild places and a livable planet. An initiative of @centerforbiodiv",387,76,2018-02-14 11:54:32
"170","2958003283","Jean Su","ajeansu","Washington, DC","Ecofeminist. Climate Activist. Attorney & Associate Conservation Director @CenterForBioDiv. Tweets are all mine.",712,1216,2018-02-14 11:54:32
"171","2484303156","Maya Golden-Krasner","Maya4EJ","Los Angeles","LA/CA climate lawyer fighting big oil @CenterForBioDiv. All tweets mine. RT humor/politics/enviro/law/science. I believe in facts & the importance of sleep.",754,640,2018-02-14 11:54:32
"172","2826778376","Tierra Curry","TierraMussel","","Trying to help our fellow earthlings survive us. Scientist @centerforbiodiv Kentucky Hillbilly, River Lover, Defensora de la Naturaleza. Tweets my own. #Resist",770,1485,2018-02-14 11:54:32
"173","2378233867","Rebecca Fuoco","rebecca_fuoco","Los Angeles","media relations for @CenterForBioDiv's Climate Law Institute | @Cornell & @UCBerkeleySPH grad | views my own | rfuoco@biologicaldiversity.org",653,473,2018-02-14 11:54:32
"174","398142543","Valerie Love","VMontanaLove","Berkeley, CA","Organizer, activist, trainer fighting to protect what I love. Clean Energy Campaigner @CenterforBioDiv. Opinions are all mine.",371,397,2018-02-14 11:54:32
"175","3320361642","Greer Ryan","GreerRyan_","Portland, OR","Renewable energy advocacy & research  @CenterforBioDiv
Let's talk clean and just energy solutions, plant-based diets, and penguins.   
Views are my own.",267,178,2018-02-14 11:54:32
"176","3330544453","Jason Pfeifle","JasonPfeifle","Oakland, CA","Climate Camapigner w/ @CenterForBioDiv",360,523,2018-02-14 11:54:32
"177","491247156","Chad Tudenggongbu","Greensnows1566","West Massachusetts","AP Officer @UNFCCC, Sr. Renewables Campaigner #CenterForBioDiv; Sr. ClimateChange & Energy Proj Manager #BritishEmbassy; REofficer #ICLEI <U+0F56><U+0F40><U+0FB2><U+0F0B><U+0F64><U+0F72><U+0F66><U+0F0B><U+0F56><U+0F51><U+0F7A><U+0F0B><U+0F63><U+0F7A><U+0F42><U+0F66><U+0F0D>",301,1884,2018-02-14 11:54:32
"178","837748898156408832","Earth2Trump","E2TRoadshow","Planet Earth","The official account of @CenterForBioDiv for #Earth2Trump Roadshow of Resistance. 24 shows in January and April 2017. Stay tuned for more...",256,134,2018-02-14 11:54:32
"179","498244246","Tara Cornelisse","ConservationBug","Portland, OR","<f0><U+009F><U+008F><U+00B3><U+FE0F><U+200D><f0><U+009F><U+008C><U+0088>senior scientist at @CenterForBioDiv. Advocate for the little creatures that run the world <f0><U+009F><U+0090><U+009D><f0><U+009F><U+0090><U+009E><f0><U+009F><U+0090><U+009C><f0><U+009F><U+00A6><U+008B><f0><U+009F><U+0090><U+009B>",191,265,2018-02-14 11:54:32
"180","710199858968272896","Patrick Donnelly","BitterWaterBlue","Las Vegas, NV","Nevada State Director for @CenterForBioDiv. Desert rat, native plant and groundwater enthusiast, photographer, dog friend, curmudgeon. Tweets my own.",987,1797,2018-02-14 11:54:32
"181","47029097","Jessica Herrera","Jess_J_Herrera","Tucson, AZ","Runner, hiker, mommy. Media Specialist for @CenterForBioDiv's Population and Sustainability program. @RunJanji Corps member. All opinions are my own.",525,819,2018-02-14 11:54:32
"182","832327546238701568","Loyal Mehrhoff","WildlifeInsdr","Honolulu, HI","Endangered species recovery director @CenterForBioDiv. Former @USFWS Pacific Islands field supervisor. Botanist.",134,274,2018-02-14 11:54:32
"183","373526339","NOAA Habitat","NOAAHabitat","Silver Spring, MD","NOAA Fisheries' Office of Habitat Conservation protects, restores, and promotes stewardship of coastal and marine habitat to support our nation's fisheries.",13977,351,2018-02-22 10:46:41
"184","281530541","NOAA Fisheries","NOAAFisheries","United States","Science-based conservation & management for sustainable living marine resources & healthy ecosystems. Visit us online: http://t.co/dAXVYcS7Uq",41275,408,2018-02-22 10:46:41
"185","380946467","NOAA Fish media team","NOAAFishMedia","Washington, DC","Media relations @NOAAFisheries. Issues include fisheries management, marine mammals, sea turtles, aquaculture and more. Follows, RTs, mentions <U+2260> endorsement.",5324,760,2018-02-22 10:46:41
"186","501436692","Dr. Melanie Okoro","DrMelanieOkoro","California, USA","Environmental scientist @NOAAFisheries l Teaching #ecology | @UMBC ALUM #STEM #water #scicomm #diversity | Tweets are my own opinion",1531,1996,2018-02-22 10:46:41
"187","20701449","Rachel Brittin","GreenBrittin","Washington, DC","Mom, nature and science buff, living in DC. Comms for @AU_SPA at American University. Formerly @PewEnvironment @NOAAFisheries. Tweets are my own.",1633,2337,2018-02-22 10:46:41
"188","350860087","Mark Scheuerell","mark_scheuerell","Seattle, WA","Applied ecologist @NOAAFisheries Affiliate professor @UW_SAFS | #PNW | #rstats | #salmon | husband | father | cyclist | skier.",952,540,2018-02-22 10:46:41
"189","343422277","John Ewald NOAA","JohnNOAA","Washington, D.C.","Acting Director of Public Affairs at @NOAAFisheries (@NOAAFishMedia). 240-429-6127, john.ewald@noaa.gov",3603,3920,2018-02-22 10:46:41
"190","42208023","Michelle Klein","MichelleNKlein","Arizona // Seattle // Alaska","Fisheries observer @NOAAFisheries. Studied humpback dolphins in Hong Kong and Taiwan. Sometimes I paint pretty pictures of whales. Cartophile & bibliophile.",424,921,2018-02-22 10:46:41
"191","300531865","NOAAFish_WCRO","NOAAFish_WCRO","Portland","NOAA Fisheries West Coast Region works to protect, conserve, and recover living marine resources and their habitats in Washington, Oregon, Idaho, & California",1938,783,2018-02-22 10:46:41
"192","14342564","NOAA","NOAA","USA (Formerly @usNOAAgov)","NOAA provides science, service and stewardship to protect life and property, and conserve/protect the Earth's natural resources. (Follows are not endorsements).",926157,118,2018-02-22 10:46:41
"193","373373336","NOAA Research","NOAAResearch","US","NOAA Research provides the research foundation for understanding our planet and technological innovation and scientific advances that improve our lives.",56209,498,2018-02-22 10:46:41
"194","36711678","NOAA Satellites","NOAASatellites","Silver Spring, MD","NOAA National Environmental Satellite, Data and Information Service (NESDIS) manages NOAA's constellation of environmental satellites and the data they provide.",1320387,554,2018-02-22 10:46:41
"195","916735110","NOAA NCEI Climate","NOAANCEIclimate","United States","NOAA’s National Centers for Environmental Information (NCEI) preserve, monitor, assess, and provide access to the Nation’s environmental data and information.",39334,65,2018-02-22 10:46:41
"196","16878156","NOAA's Ocean Service","noaaocean","","NOAA's National Ocean Service is the nation's premier federal science agency for the ocean and our coasts.",172940,246,2018-02-22 10:46:41
"197","16027546","NOAA Ocean Explorer","oceanexplorer","","NOAA Ocean Explorer is an educational website for all who wish to learn about, discover, and virtually explore the ocean realm.",201339,799,2018-02-22 10:46:41
"198","552985513","NOAA Climate.gov","NOAAClimate","","Toward a Climate-Smart Nation. Follow us for #climate news, #science, #data, resources, and more!",67802,300,2018-02-22 10:46:41
"199","619247259","NOAAHurricaneHunters","NOAA_HurrHunter","Lakeland, FL","Welcome to the official Twitter page of the Aircraft Operations Center (AOC) of the National Oceanic and Atmospheric Administration (NOAA).",107573,244,2018-02-22 10:46:41
"200","29774968","NOAA Communications","NOAAComms","Washington, D.C., USA","News on weather, oceans, fish, climate, satellites, science research & more from the @NOAA Office of Communications led by Director Julie Roberts.",96763,191,2018-02-22 10:46:41
"201","16619904","NOAA Ocean Today","NOAAOceanToday","Washington, DC","Ocean Today is a multimedia exhibit in 43 aquariums + learning centers. Partnership between NOAA + Smithsonian. Follow us for the latest ocean news!",55350,305,2018-02-22 10:46:41
"202","824126001936474113","Alternative NOAA","altNOAA","Silver Spring, MD","The Unofficial Resistance team of the NOAA. Account not tax payer subsidized. NOAA studies the oceans, and the atmosphere to understand our planet. #BlueTide <f0><U+009F><U+008C><U+008A>",169025,322,2018-02-22 10:46:41
"203","1006382972","NOAA Marine/Aviation","NOAA_OMAO","Silver Spring, MD","NOAA's Office of Marine and Aviation Operations comprises NOAA's fleet of research ships and aircraft, as well as the NOAA Commissioned Officer Corps.",4730,70,2018-02-22 10:46:41
"204","25155290","NOAA NSSL","NOAANSSL","Norman, Oklahoma","Official Twitter feed for NOAA's National Severe Storms Laboratory. Please email with questions and comments: nssl.outreach@noaa.gov",66448,1246,2018-02-22 10:46:41
"205","267457429","NOAA Marine Debris","NOAADebris","Silver Spring, MD","The NOAA Marine Debris Program leads national and international efforts to keep the sea free of debris!",11987,368,2018-02-22 10:46:41
"206","747469422516932608","NOAA Education","NOAAeducation","","#Student opportunities, #educator professional development, grants, and the adventures of #NOAAScholars, brought to you by @NOAA. Like,RT,follow<U+2260>endorsement.",1885,233,2018-02-22 10:46:41
"207","2711909377","NOAA AOML","NOAA_AOML","Miami, Florida","Atlantic Oceanographic & Meteorological Laboratory: A @NOAA research lab improving ocean services, ecosystem management and hurricane research for the nation.",5101,176,2018-02-22 10:46:41
"208","2196784676","NOAA Clean Coasts","NOAACleanCoasts","","NOAA's Office of Response and Restoration develops scientific solutions to keep the coasts clean from threats of oil, chemicals, and marine debris.",6944,433,2018-02-22 10:46:41
"209","3331224411","NOAA WRN Ambassadors","WRNAmbassadors","","Official Twitter account for the NOAA Weather-Ready Nation Ambassador™ initiative. Details: http://t.co/mRyGMdRYT3",4073,422,2018-02-22 10:46:41
"210","33578432","NOAA Teacher at Sea","TeacherAtSea","Nationwide","NOAA’s Teacher at Sea program gives K-College teachers insight into our ocean planet & increases understanding of science through real research projects.",13547,890,2018-02-22 10:46:41
"211","3001660079","NOAA Coral Program","NOAACoral","Maryland, USA","@NOAACoral is the official Twitter account for NOAA's Coral Reef Conservation Program. We preserve & restore coral reefs for current and future generations.",3534,246,2018-02-22 10:46:41
"212","991531530","NOAA NCEI Ocean Geo","NOAANCEIocngeo","United States","NOAA’s National Centers for Environmental Information (NCEI) preserve, monitor, assess, and provide access to the Nation’s environmental data and information.",3374,133,2018-02-22 10:46:41
"213","3040284751","NOAA ESRL","NOAA_ESRL","Boulder, CO","The NOAA Earth System Research Laboratory: World-class climate, weather, and air quality research and information products for the nation.",1697,377,2018-02-22 10:46:41
"214","57077129","NOAA's Monterey Bay NMS","MBNMS","Monterey, CA USA","NOAA's Monterey Bay National Marine Sanctuary (MBNMS) is a federal marine protected area offshore of California's central coast, from Marin to Cambria.",3722,272,2018-02-22 10:46:41
"215","48307930","NOAA HI Islands Humpback Whale NMS","Hihumpbackwhale","Hawaii","NOAA's Hawaiian Islands Humpback Whale National Marine Sanctuary protects humpback whales and their habitat in Hawaii.  Get involved in protecting our ocean.",2592,16,2018-02-22 10:46:41
"216","16186865","NOAA's Cordell Bank National Marine Sanctuary","CordellBank","Point Reyes, CA","Cordell Bank National Marine Sanctuary is one of NOAA's 14 underwater treasures protected by the National Marine Sanctuary Program.",1233,68,2018-02-22 10:46:41
"217","1228588171","NOAA Channel Islands NMS","NOAA_CINMS","","NOAA Channel Islands National Marine Sanctuary was designated in 1980 to protect marine resources surrounding five northern Channel Islands off California.",1488,122,2018-02-22 10:46:41
"218","200194491","NOAA's Farallones Sanctuary","GFNMS","San Francisco","NOAA's Greater Farallones National Marine Sanctuary off San Francisco protects ocean wildlife and habitats through education and research.",555,33,2018-02-22 10:46:41
"219","2460145735","NOAA Satellites PA","NOAASatellitePA","Silver Spring, MD","Media relations @NOAASatellites by PA Officer John Leslie. NOAA's weather satellites provide accurate, real-time and near-real-time observations.",7991,2457,2018-02-22 10:46:41
"220","453297731","NOAA (uncensored)","noaagov","","Unofficial ""resistance"" group for NOAA. We are dedicated to the understanding and stewardship of the environment.",29687,31,2018-02-22 10:46:41
"221","824400401797619712","Rogue NOAA","RogueNOAA","United States","Research on our climate, oceans, and marine resources should be subject to peer [not political] review. *Not an official NOAA account*",55621,17,2018-02-22 10:46:41
"222","15822969","Sanctuaries (NOAA)","sanctuaries","United States","The National Marine Sanctuary System is a network of special places preserving & protecting America's ocean and Great Lakes. RTs/follows are not endorsements.",64320,2361,2018-02-22 10:46:41
"223","2363266844","Eileen Sobeck","Eileen_NOAAFish","","Former Assistant Administrator for NOAA Fisheries from Jan. 2014 to Jan. 2017 https://t.co/RWf25yd3Uj",692,51,2018-02-22 10:46:41
"224","334752934","Keeley Belva, NOAA","KeeleyBelvaNOAA","DC, via HI & CO","Acting Director of Public Affairs at @NOAA's National Ocean Service",785,694,2018-02-22 10:46:41
"225","143063931","HRD/AOML/NOAA","HRD_AOML_NOAA","Key Biscayne, Fl","The Hurricane Research Division (HRD) is a part of the Atlantic Oceanographic and Meteorological Laboratory (AOML).",30188,7,2018-02-22 10:46:41
"226","80613575","NOAA/NASA SciJinks","scijinks","NASA-JPL, Pasadena, CA","SciJinks targets middle-school students and teachers with fun, games, and useful information about weather and other Earth science subjects.",7478,171,2018-02-22 10:46:41
"227","19990779","NOAA Coast Survey","NOAAcharts","USA","This account will not be actively managed during the federal government shutdown. Visit https://t.co/2IKPI9c0es to learn more.",12242,344,2018-02-22 10:46:41
"228","218951054","NOAA Digital Coast","NOAADigCoast","Charleston, SC","National Oceanic and Atmospheric Administration Office for Coastal Management works with partners to provide data, tools and information for coastal managers.",16494,3783,2018-02-22 10:46:41
"229","3689008517","NOAA SBIR","NOAASBIR","","Official Twitter account of the NOAA Small Business Innovation Research (#SBIR) Program. Likes, re-Tweets, and Follows do not constitute endorsement.",644,373,2018-02-22 10:46:41
"230","1468133850","Brady Phillips NOAA","BradyNOAA","Washington, DC, USA","Marine biologist & climate communicator @NOAA HQ. Work with media & stakeholders on climate & ocean topics. Tweets are my own. Contact: brady.phillips@noaa.gov",861,870,2018-02-22 10:46:41
"231","2669881327","Science On a Sphere®","NOAA_SOS","Boulder, CO","NOAA's Science On a Sphere® (SOS)  is a room-sized spherical data visualization tool. SOS ExplorerTM (SOSx) is a new flat screen exhibit and SOSx Lite is free!",1068,231,2018-02-22 10:46:41
"232","18019555","NOAA Sea Grant","SeaGrant","USA","Science Serving America's Coasts",16788,198,2018-02-22 10:46:41
"233","316654916","NOAA Great Lakes Environmental Research Laboratory","NOAA_GLERL","Ann Arbor, Michigan","Innovative research on the dynamic environments and ecosystems of the Great Lakes.",7634,1756,2018-02-22 10:46:41
"234","46173011","NOAA Fisheries NWFSC","NOAAFish_NWFSC","Seattle, WA","We provide the science to protect the living marine resources of the Pacific Northwest, including salmon, groundfish and killer whales.
nwfsc.inquiries@noaa.gov",6171,655,2018-02-22 10:46:41
"235","714912690","NOAA Fisheries NE/MA","NOAAFish_GARFO","Gloucester, MA","NOAA Fisheries Greater Atlantic Region New England/Mid Atlantic (ME to VA) Mission: Stewardship of marine life through science-based conservation and management",2439,388,2018-02-22 10:46:41
"236","16204696","Keli Pirtle NOAA","keliwxNOAA","Norman, Oklahoma","Public Affairs Specialist, NOAA Communications -- work with severe weather, tornado and radar experts in Norman, Okla.",727,363,2018-02-22 10:46:41
"237","408577000","NOAA Fish Southeast","NOAAFish_SERO","St. Petersburg, FL","Allison Garrett is the public affairs officer who manages this account - Contact @ allison.garrett@noaa.gov Skype: allison.garrett1234",2958,131,2018-02-22 10:46:41
"238","450796093","NOAA Stellwagen Bank NMS","NOAASBNMS","Scituate, MA","",1149,105,2018-02-22 10:46:41
"239","807806754","NOAA Fisheries AK","NOAAFisheriesAK","Alaska, USA","Alaska Fisheries Science Cntr (http://t.co/9DkYQ2TJ8j) conducts the science behind the success of Alaska Fisheries; Alaska Region provides regulatory oversight.",2581,154,2018-02-22 10:46:41
"240","977062896","NOAA's Flower Garden Banks Natl Marine Sanctuary","fgbnms","Galveston, TX","Flower Garden Banks National Marine Sanctuary, in the Gulf of Mexico, is home to thriving coral reefs off the coasts of Texas and Louisiana.",2023,192,2018-02-22 10:46:41
"241","1311640225","NOAA Florida Keys NMS","FloridaKeysNMS","Florida Keys","Florida Keys National Marine Sanctuary protects 2,900 square nautical miles of waters surrounding the Florida Keys, from south of Miami to the Dry Tortugas.",2208,433,2018-02-22 10:46:41
"242","3130783150","NOAA Gray's Reef NMS","GraysReefNMS","Savannah, GA","Our Gray's Reef Film Festival is FREE February 9-11.  Visit our website to learn more: https://t.co/3s0iPwg8KR",544,140,2018-02-22 10:46:41
"243","2612178961","NOAA's Olympic Coast National Marine Sanctuary","OlympicCoast","","Olympic Coast National Marine Sanctuary represents one of North America's most productive marine ecosystems and wilderness shorelines.
http://t.co/CEOSlKFCaU",1039,206,2018-02-22 10:46:41
"244","30012299","NOAA Monitor NMS","MonitorNMS","Newport News, VA","Monitor National Marine Sanctuary protects the USS Monitor. Visit our web site to learn about the Monitor and the work we do to protect our maritime heritage.",230,66,2018-02-22 10:46:41
"245","1312235000","NOAA Fisheries PIRO","NOAAFish_PIRO","Honolulu, HI","Recovering protected species, maintaining healthy ecosystems, and building sustainable fisheries within the Pacific Islands Region.",741,409,2018-02-22 10:46:41
"246","726980478","NOAA Fisheries PIFSC","NOAAFish_PIFSC","Pacific Islands Region","Pacific Islands Fisheries Science Center conducts scientific research & monitoring that support the conservation and management of living marine resources.",1160,122,2018-02-22 10:46:41
"247","3506049982","NOAA Space Weather","NWSSWPC","Boulder, CO","",5280,21,2018-02-22 10:46:41
"248","1347581462","NOAA OA Program","OA_NOAA","","Providing leadership to better understand and predict changes in the Earth's environment as a consequence of the acidification of the oceans and Great Lakes",1392,131,2018-02-22 10:46:41
"249","1197189060","NOAA68","NOAA68","Aircraft Operations Center","NOAA68 is a multi-mission scientific platform featuring dual, downward-facing sensor ports that can support a wide variety of remote sensing systems.",175,19,2018-02-22 10:46:41
"250","888396769993904129","NOAA T2","NOAA_T2","Maryland, USA","NOAA Technology Transfer Office Program Mgr: Derek Parks https://t.co/X4NTIM2jMN #techtransfer #NOAA #T2",132,750,2018-02-22 10:46:41
"251","2216979384","Monica Allen NOAA","MAllenNOAA","Washington, D.C.","Public affairs @NOAAResearch. Helping journalists report on weather, climate, Great Lakes & the ocean. Tweets are my own. Contact: monica.allen@noaa.gov",862,1713,2018-02-22 10:46:41
"252","454313925","NWS","NWS","United States","Official Twitter account for NOAA's National Weather Service. Details: http://t.co/mRyGMdRYT3",2679114,281,2018-02-22 10:46:41
"253","879381539490058240","NOAA Small Business","NOAASmallBiz","Silver Spring, MD","The official Twitter page of the National Oceanic & Atmospheric Administration (NOAA) Small Business Office.",325,78,2018-02-22 10:46:41
"254","1300503260","NOAA-CREST","NOAACREST","New York, NY","The NOAA-CREST at CCNY promotes the integration of satellite remote sensing technology in research, education, and public outreach.",315,202,2018-02-22 10:46:41
"255","834051309124845569","NOAA NART","NoaaNart","","North Atlantic Regional Team (NART) is a network NOAA employees and partners representing the agency’s diverse capabilities across the northeast.",38,52,2018-02-22 10:46:41
"256","717024743690342401","Theo Stein","TheoSteinNOAA","Boulder, CO","Recovering journo now supporting NOAA-Boulder labs and ops. Tweets are my own. Ping me at theo.stein@noaa.gov",71,78,2018-02-22 10:46:41
"257","733327185231130624","NOAA LMRCSC","NOAALMRCSC","Princess Anne, MD","The NOAA Living Marine Resources Cooperative Science Center trains students from underrepresented groups in marine science. Lead institution located at UMES.",200,382,2018-02-22 10:46:41
"258","30255833","The GLOBE Program","GLOBEProgram","-no endorsements made","The GLOBE Program connects students, teachers and scientists from around the world to better understand Earth as a system. Sponsored by @NASA, @NOAA and @NSF.",3550,1177,2018-02-22 10:46:41
"259","508283667","Deborah Martorell","DeborahWAPA","Puerto Rico","Journalist & Meteorologist certified by the American Meteorological Society, @NASAJPL & @NOAA Ambassador. Chief Meteorologist for @WapaTV & @NotiUno.",158550,1561,2018-02-22 10:46:41
"260","83972205","Earthquakes Tsunamis","NewEarthquake","Worldwide","World earthquakes magnitude 5+ and tsunami warnings. Avatar shows last earthquake. Sources: USGS NOAA GEOFON. #earthquake",895895,7,2018-02-22 10:46:41
"261","199872597","BJ Bonner","noaaAviator","Tampa, FL","Follower of Christ, NOAA Corps Aviator, Geographer, Camper, Hunter, Hiker, Friend",266,227,2018-02-22 10:46:41
