"","user_id","name","screen_name","location","description","followers_count","friends_count","updated"
"132",30255833,"The GLOBE Program","GLOBEProgram","-no endorsements made","The GLOBE Program connects students, teachers and scientists from around the world to better understand Earth as a system. Sponsored by @NASA, @NOAA and @NSF.",3536,1177,2018-02-14 11:54:32
"133",508283667,"Deborah Martorell","DeborahWAPA","Puerto Rico","Journalist & Meteorologist certified by the American Meteorological Society, @NASAJPL & @NOAA Ambassador. Chief Meteorologist for @WapaTV & @NotiUno.",158359,1556,2018-02-14 11:54:32
"134",83972205,"Earthquakes Tsunamis","NewEarthquake","Worldwide","World earthquakes magnitude 5+ and tsunami warnings. Avatar shows last earthquake. Sources: USGS NOAA GEOFON. #earthquake",896312,7,2018-02-14 11:54:32
"135",199872597,"BJ Bonner","noaaAviator","Tampa, FL","Follower of Christ, NOAA Corps Aviator, Geographer, Camper, Hunter, Hiker, Friend",267,225,2018-02-14 11:54:32
"136",726951074,"NIDIS","DroughtGov","Boulder, Colorado","NOAA's National Integrated Drought Information System (NIDIS). 

Follow us for #drought information, outlooks, resources, and more!",3675,452,2018-02-14 11:54:32
"137",343590764,"Marine Cadastre","MarineCadastre","The Ocean","NOAA’s Office for Coastal Management and DOI’s Bureau of Ocean Energy Management created Marine Cadastre to support ocean energy siting.",2359,1360,2018-02-14 11:54:32
"138",829347876635545600,"NOAAFish_NEFSC","NOAAFish_NEFSC","Woods Hole, MA","Providing ecosystem-based science to support stewardship of living marine resources under changing climatic conditions. Some images taken by special permit.",617,340,2018-02-14 11:54:32
"139",575905433,"Dr. Sarah Myhre <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8>","SarahEMyhre","Seattle, Washington","2017 Most Influential People in Seattle. Research associate @UW Board member of @500womensci and @womendemocracy. @ucdavis @noaa @wwu alum. @sea500womensci",4828,2480,2018-02-14 11:54:32
"140",2651763620,"UW-Madison CIMSS","UWCIMSS","Madison, WI","NOAA's Cooperative Institute for Meteorological Satellite Studies at the University of Wisconsin-Madison. Since 1980. The Mecca of Satellite Meteorology.",7107,261,2018-02-14 11:54:32
"141",45874509,"Scott Bachmeier","CIMSS_Satellite","Science-based in Madison • Wisconsin • USA","Research meteorologist • Schooled at NWS KFSD and SDSM&T • NOAA Cooperative Institute for Meteorological Satellite Studies • University of Wisconsin - Madison",37992,343,2018-02-14 11:54:32
"142",18593276,"StormPrediction","StormPrediction","","NOAA SPC and HPC Feeds setup by @kmcurry; NASA image by Jeff Schmaltz, MODIS Rapid Response Team, Goddard Space Flight Center",19209,1,2018-02-14 11:54:32
"143",386631799,"NOAA Live","NOAALive","","Live events feed on Twitter from the National Oceanic and Atmospheric Administration (@NOAA) - TweetChats, TweetUps, etc.",11009,8,2018-02-14 11:54:32
"144",585167005,"SF Weather, Warnings","SanFrancisco","San Francisco, CA","Weather updates, forecast, warnings and information for San Francisco, CA. Sources: https://t.co/AksTo0jtnS, NOAA, USGS.",9573,4,2018-02-14 11:54:32
"145",1170675661,"Noah Brauer","NOAABrauer","Norman, OK","Meteorologist | @ousom graduate student | CU Boulder + MSU Denver alum.| Cubbies | Contributor to https://t.co/EnERDuQv0w | Opinions = my own",1456,1758,2018-02-14 11:54:32
"146",2719719666,"Dan Lindsey","DanLindsey77","","Atmospheric scientist with NOAA/NESDIS, currently Senior Scientific Adviser for GOES-R, in Fort Collins, CO. UGA/CSU/CSU",5467,339,2018-02-14 11:54:32
"147",18353561,"Chicago Alerts","chicagoalerts","Chicago, il","Chicago alerts from Notify Chicago, NOAA and other chicago orgs.",36367,2,2018-02-14 11:54:32
"148",2507601764,"NOAA Coastal Oceans","noaacoastalsci","United States of America","National Centers for Coastal Ocean Science is the research office of National Ocean Service, delivering relevant and accurate scientific information & tools.",1374,95,2018-02-14 11:54:32
"149",131017900,"Big M6+ Earthquakes","BigEarthquakes","Worldwide","GEO-tagged world earthquakes magnitude 6+ and tsunami warnings. Dynamic avatar shows last earthquake. Sources: USGS, NOAA, GEOFON.",13293,3,2018-02-14 11:54:32
"150",343422277,"John Ewald NOAA","JohnNOAA","Washington, D.C.","Acting Director of Public Affairs at @NOAAFisheries (@NOAAFishMedia). 240-429-6127, john.ewald@noaa.gov",3608,3921,2018-02-14 11:54:32
"151",537343182,"Justin Kenney","JustinKenney","Washington, DC","Senior communications officer @WaltonFamilyFdn environment program. Formerly @pewenvironment and @noaa. These tweets are my own.",1557,603,2018-02-14 11:54:32
"152",3018968748,"Jane Lubchenco","JaneLubchenco","Corvallis, OR","Marine biologist @ OSU, former head of NOAA, 1st #USScienceEnvoy for the Ocean. Mission: a healthy planet, healthy people & prosperous communities.Tweets mine",5185,218,2018-02-14 11:54:32
"153",614556473,"<f0><U+009F><U+009A><U+0080> Caley Burke","RocketCaley","Space Coast, Florida","<f0><U+009F><U+009A><U+0080>Rocket Scientist for NASA & NOAA spacecraft <f0><U+009F><U+009B><U+00B0><U+FE0F> via @NASA_LSP. Tweets = personal views. I <f0><U+009F><U+0092><U+009C> trajectories |#SpaceApps | @FIRSTweets <f0><U+009F><U+00A4><U+0096>| #TheGoodPlace|<f0><U+009F><U+0090><U+0095>",1485,460,2018-02-14 11:54:32
"154",347998327,"National Weather Ctr","NWCNorman","Norman, OK ","OU, NOAA and state organizations working together to improve understanding of events occurring in Earth’s atmosphere over a wide range of time and space scales.",4417,97,2018-02-14 11:54:32
"155",4928384884,"Coral Reef Watch","CoralReefWatch","College Park, MD","Official Twitter feed of NOAA's Coral Reef Watch. CRW uses remote sensing and models to monitor and predict stress to coral reef ecosystems.",3453,506,2018-02-14 11:54:32
"156",347936986,"High Plains Regional Climate Center","HPClimateCenter","Lincoln, Nebraska","We are one of the 6 NOAA Regional Climate Centers. Our mission is to increase the use and availability of climate data in the High Plains region.",694,159,2018-02-14 11:54:32
"157",59216679,"New York Sea Grant","nyseagrant","New York","NYSG is one of 33 university-based coastal research/education progs funded federally thru NOAA’s National Sea Grant College Prog & in NY by SUNY and Cornell U",4824,1006,2018-02-14 11:54:32
"158",20636383,"Jim Milbury","ForSeas1","Long Beach, Calif","I am a public relations officer in California for NOAA Fisheries.  This is my personal account to share information about the  environment. Tweets are my own.",1838,1731,2018-02-14 11:54:32
"159",52461472,"victor murphy","wxmanvic","Fort Worth, TX","NWS Climate Service Program Manager and Sports Afficionado.  The views reflected here are my own and not those of NOAA or NWS.",693,678,2018-02-14 11:54:32
"160",114325882,"Sausalito Weather","Sausalito","Sausalito, CA","Weather updates, forecast, warnings and information for Sausalito, CA. Sources: https://t.co/AksTo0jtnS, NOAA, USGS.",472,5,2018-02-14 11:54:32
"161",373373336,"NOAA Research","NOAAResearch","US","NOAA Research provides the research foundation for understanding our planet and technological innovation and scientific advances that improve our lives.",56088,498,2018-02-14 11:54:32
"162",2216979384,"Monica Allen NOAA","MAllenNOAA","Washington, D.C.","Public affairs @NOAAResearch. Helping journalists report on weather, climate, Great Lakes & the ocean. Tweets are my own. Contact: monica.allen@noaa.gov",862,1713,2018-02-14 11:54:32
"163",916735110,"NOAA NCEI Climate","NOAANCEIclimate","United States","NOAA’s National Centers for Environmental Information (NCEI) preserve, monitor, assess, and provide access to the Nation’s environmental data and information.",39265,65,2018-02-14 11:54:32
"164",2212867410,"Justin Lynn Reid<f0><U+009F><U+008C><U+00B9>","synflyn28","Asheville, NC","Junior Metadata Developer at Earth Resources Technology Inc. and Federal Contractor for @NOAANCEIclimate All opinions are my own! <U+304D><U+3057><U+3087><U+3046><U+304C><U+304F><U+3057><U+3083><U+3067><U+3059><U+3002>",285,827,2018-02-14 11:54:32
"165",552985513,"NOAA Climate.gov","NOAAClimate","","Toward a Climate-Smart Nation. Follow us for #climate news, #science, #data, resources, and more!",67696,300,2018-02-14 11:54:32
"166",824126644050915328,"NOAA Climate","AltNOAAClimate","","The Unofficial NOAA Climate Twitter Account. Not taxpayer subsidized! Toward a Climate-Smart Nation. Follow us for #climate news, #science, #data, resources.",75,0,2018-02-14 11:54:32
"167",57077129,"NOAA's Monterey Bay NMS","MBNMS","Monterey, CA USA","NOAA's Monterey Bay National Marine Sanctuary (MBNMS) is a federal marine protected area offshore of California's central coast, from Marin to Cambria.",3703,272,2018-02-14 11:54:32
"168",2187526739,"<U+0627><U+0644><U+0639><U+0633><U+064A><U+0631><U+064A><U+2605>","saeed_mbnms","","",10,21,2018-02-14 11:54:32
"169",876896123675443200,"M BN MS","MBNMS1","","",1,0,2018-02-14 11:54:32
"170",263327885,"Paul Michel","SuperMBNMS","","",2,4,2018-02-14 11:54:32
"171",961574658343669760,"<U+0639><U+0631><U+0627><U+062C> <U+0645><U+062D><U+0645><U+062F>","IY6bKsuXhiMBnms","","",0,0,2018-02-14 11:54:32
"172",1228588171,"NOAA Channel Islands NMS","NOAA_CINMS","","NOAA Channel Islands National Marine Sanctuary was designated in 1980 to protect marine resources surrounding five northern Channel Islands off California.",1475,122,2018-02-14 11:54:32
"173",2363266844,"Eileen Sobeck","Eileen_NOAAFish","","Former Assistant Administrator for NOAA Fisheries from Jan. 2014 to Jan. 2017 https://t.co/RWf25yd3Uj",691,51,2018-02-14 11:54:32
"174",807806754,"NOAA Fisheries AK","NOAAFisheriesAK","Alaska, USA","Alaska Fisheries Science Cntr (http://t.co/9DkYQ2TJ8j) conducts the science behind the success of Alaska Fisheries; Alaska Region provides regulatory oversight.",2571,154,2018-02-14 11:54:32
"175",1312235000,"NOAA Fisheries PIRO","NOAAFish_PIRO","Honolulu, HI","Recovering protected species, maintaining healthy ecosystems, and building sustainable fisheries within the Pacific Islands Region.",729,409,2018-02-14 11:54:32
"176",726980478,"NOAA Fisheries PIFSC","NOAAFish_PIFSC","Pacific Islands Region","Pacific Islands Fisheries Science Center conducts scientific research & monitoring that support the conservation and management of living marine resources.",1152,121,2018-02-14 11:54:32
"177",725449485040504832,"Amanda Bradford","amandalbradford","Haleiwa, HI","Whale biologist & number cruncher, PhD from @UW_SAFS, now research Pacific Islands cetaceans (#PacIsCetaceans) for @NOAAFish_PIFSC - views my own!",418,510,2018-02-14 11:54:32
"178",848685007,"Summer Martin","summerlmartin","Honolulu, HI","Marine ecology & conservation. PhD @Scripps_Ocean. Postdoc @NOAAFish_PIFSC. Marine mammals, sea turtles & seabirds. Sustainable fisheries. Ecosystem services.",176,330,2018-02-14 11:54:32
"179",408577000,"NOAA Fish Southeast","NOAAFish_SERO","St. Petersburg, FL","Allison Garrett is the public affairs officer who manages this account - Contact @ allison.garrett@noaa.gov Skype: allison.garrett1234",2949,131,2018-02-14 11:54:32
"180",24457744,"Center for Bio Div","CenterForBioDiv","U.S.","The Center for Biological Diversity works through science, law, and creative media to secure a future for wildlife and wild places.",59073,2148,2018-02-14 11:54:32
"181",378127592,"Gabriel Lewis","TheGabrielLewis","Los Angeles","Digital person. Music nerd. Proud supporter of @HRC @PPact @splcenter @NAACP @ACLU @ProPublica @RefugeesIntl @NRDC @CenterforBioDiv.",1210,666,2018-02-14 11:54:32
"182",17381225,"Stephanie Feldstein","sfeldstein","Pacific Northwest","Author of THE ANIMAL LOVER'S GUIDE TO CHANGING THE WORLD (@StMartinsPress, 6/5/2018). Rep'd by @EkstromRachel. Population & Sustainability Dir. @CenterforBioDiv",1752,1174,2018-02-14 11:54:32
"183",4715213240,"Nathan Donley","Nathan_Donley","Olympia, WA","Scientist at @CenterForBioDiv. Former Cancer Researcher at #OHSU. Cyclist, traveler and lover of BIG dogs. Ph.D in cellular biology.",953,399,2018-02-14 11:54:32
"184",837358277042257920,"The Revelator","Revelator_News","","Wild. Incisive. Fearless. News and ideas about the planet. Edited by @johnrplatt. Published by @CenterForBioDiv.",1938,1688,2018-02-14 11:54:32
"185",805134350,"Jennifer Molidor","JenniferMolidor","Mount Shasta, CA","Writer & fighter for wildlife & wilderness. #Plantbased animal advocate. Run https://t.co/GqvApQMRlZ & food campaigns for @CenterforBioDiv.",7590,6638,2018-02-14 11:54:32
"186",2244500041,"Hump Smarter","humpsmarter","","Humpsmarter works with @CenterforBioDiv to raise awareness about human population growth and the wildlife extinction crisis. Advocate. Educator. Organizer.",1789,1307,2018-02-14 11:54:32
"187",2353824067,"Choose Wild","ChooseWild","United States","Our everyday choices affect wildlife and the planet. Choose wild and reduce your footprint to leave room for wildlife. Program of @CenterforBioDiv",2250,1820,2018-02-14 11:54:32
"188",935606536956731392,"Ignite Change","ignitechange","Tucson, AZ","We’re building a volunteer-driven network to be a powerful voice for wildlife, wild places and a livable planet. An initiative of @centerforbiodiv",387,76,2018-02-14 11:54:32
"189",2958003283,"Jean Su","ajeansu","Washington, DC","Ecofeminist. Climate Activist. Attorney & Associate Conservation Director @CenterForBioDiv. Tweets are all mine.",712,1216,2018-02-14 11:54:32
"190",2484303156,"Maya Golden-Krasner","Maya4EJ","Los Angeles","LA/CA climate lawyer fighting big oil @CenterForBioDiv. All tweets mine. RT humor/politics/enviro/law/science. I believe in facts & the importance of sleep.",754,640,2018-02-14 11:54:32
"191",2826778376,"Tierra Curry","TierraMussel","","Trying to help our fellow earthlings survive us. Scientist @centerforbiodiv Kentucky Hillbilly, River Lover, Defensora de la Naturaleza. Tweets my own. #Resist",770,1485,2018-02-14 11:54:32
"192",2378233867,"Rebecca Fuoco","rebecca_fuoco","Los Angeles","media relations for @CenterForBioDiv's Climate Law Institute | @Cornell & @UCBerkeleySPH grad | views my own | rfuoco@biologicaldiversity.org",653,473,2018-02-14 11:54:32
"193",398142543,"Valerie Love","VMontanaLove","Berkeley, CA","Organizer, activist, trainer fighting to protect what I love. Clean Energy Campaigner @CenterforBioDiv. Opinions are all mine.",371,397,2018-02-14 11:54:32
"194",3320361642,"Greer Ryan","GreerRyan_","Portland, OR","Renewable energy advocacy & research  @CenterforBioDiv
Let's talk clean and just energy solutions, plant-based diets, and penguins.   
Views are my own.",267,178,2018-02-14 11:54:32
"195",3330544453,"Jason Pfeifle","JasonPfeifle","Oakland, CA","Climate Camapigner w/ @CenterForBioDiv",360,523,2018-02-14 11:54:32
"196",491247156,"Chad Tudenggongbu","Greensnows1566","West Massachusetts","AP Officer @UNFCCC, Sr. Renewables Campaigner #CenterForBioDiv; Sr. ClimateChange & Energy Proj Manager #BritishEmbassy; REofficer #ICLEI <U+0F56><U+0F40><U+0FB2><U+0F0B><U+0F64><U+0F72><U+0F66><U+0F0B><U+0F56><U+0F51><U+0F7A><U+0F0B><U+0F63><U+0F7A><U+0F42><U+0F66><U+0F0D>",301,1884,2018-02-14 11:54:32
"197",837748898156408832,"Earth2Trump","E2TRoadshow","Planet Earth","The official account of @CenterForBioDiv for #Earth2Trump Roadshow of Resistance. 24 shows in January and April 2017. Stay tuned for more...",256,134,2018-02-14 11:54:32
"198",498244246,"Tara Cornelisse","ConservationBug","Portland, OR","<f0><U+009F><U+008F><U+00B3><U+FE0F><U+200D><f0><U+009F><U+008C><U+0088>senior scientist at @CenterForBioDiv. Advocate for the little creatures that run the world <f0><U+009F><U+0090><U+009D><f0><U+009F><U+0090><U+009E><f0><U+009F><U+0090><U+009C><f0><U+009F><U+00A6><U+008B><f0><U+009F><U+0090><U+009B>",191,265,2018-02-14 11:54:32
"199",710199858968272896,"Patrick Donnelly","BitterWaterBlue","Las Vegas, NV","Nevada State Director for @CenterForBioDiv. Desert rat, native plant and groundwater enthusiast, photographer, dog friend, curmudgeon. Tweets my own.",987,1797,2018-02-14 11:54:32
"200",47029097,"Jessica Herrera","Jess_J_Herrera","Tucson, AZ","Runner, hiker, mommy. Media Specialist for @CenterForBioDiv's Population and Sustainability program. @RunJanji Corps member. All opinions are my own.",525,819,2018-02-14 11:54:32
"201",832327546238701568,"Loyal Mehrhoff","WildlifeInsdr","Honolulu, HI","Endangered species recovery director @CenterForBioDiv. Former @USFWS Pacific Islands field supervisor. Botanist.",134,274,2018-02-14 11:54:32
